Parent	Type	Child	Weight	Probability	Score
Cebpa	+	Cebpa	0.100220	0.239143	0.026762
EgrNab	-	Cebpa	-0.178080	0.999980	-0.198843
Eklf	+	Cebpa	0.088564	0.476770	0.047149
Fli1	+	Cebpa	0.002808	0.442925	0.001389
Fog1	+	Cebpa	0.127834	0.507840	0.072490
Gata1	+	Cebpa	0.005940	0.312618	0.002074
Gata2	+	Cebpa	0.662486	1.000000	0.739742
Gfi1	+	Cebpa	0.110905	0.278473	0.034486
Pu1	+	Cebpa	0.069114	0.099119	0.007649
Scl	+	Cebpa	0.221865	0.624796	0.154786
cJun	+	Cebpa	0.192681	0.996785	0.214459
Cebpa	-	EgrNab	-0.076800	0.079751	-0.006839
EgrNab	+	EgrNab	0.895564	1.000000	1.000000
Eklf	-	EgrNab	-0.021381	0.442632	-0.010568
Fli1	+	EgrNab	0.285522	0.578055	0.184295
Fog1	+	EgrNab	0.030332	0.437807	0.014828
Gata1	-	EgrNab	-0.034492	0.297073	-0.011442
Gata2	-	EgrNab	-0.312879	0.650594	-0.227295
Gfi1	+	EgrNab	0.083138	0.099114	0.009201
Pu1	+	EgrNab	0.521720	0.999990	0.582554
Scl	+	EgrNab	0.374105	0.652724	0.272663
cJun	+	EgrNab	0.000472	0.079140	0.000042
Cebpa	+	Eklf	0.003916	0.053316	0.000233
EgrNab	-	Eklf	-0.001939	0.064852	-0.000140
Eklf	-	Eklf	-0.004361	0.447415	-0.002178
Fli1	-	Eklf	-0.012343	0.485802	-0.006695
Fog1	-	Eklf	-0.002241	0.437965	-0.001096
Gata1	-	Eklf	-0.000372	0.273243	-0.000114
Gata2	+	Eklf	0.006787	0.170683	0.001294
Gfi1	+	Eklf	0.010559	0.171385	0.002021
Pu1	+	Eklf	0.016729	0.982635	0.018356
Scl	+	Eklf	0.012606	0.491493	0.006918
cJun	+	Eklf	0.005858	0.097420	0.000637
Cebpa	+	Fli1	0.002361	0.031107	0.000082
EgrNab	-	Fli1	-0.000109	0.054999	-0.000007
Eklf	+	Fli1	0.003133	0.444702	0.001556
Fli1	-	Fli1	-0.006413	0.455959	-0.003265
Fog1	+	Fli1	0.010174	0.468111	0.005318
Gata1	+	Fli1	0.005750	0.291966	0.001875
