,PseudoTime
E4838_471,0.9437751004016064
E3669_143,0.285140562248996
E2626_433,0.8674698795180723
E873_315,0.6305220883534136
E1171_475,0.9518072289156626
E3804_25,0.04819277108433735
E3033_132,0.26305220883534136
E1370_418,0.8373493975903614
E635_439,0.8795180722891566
E881_354,0.7088353413654619
E4877_423,0.8473895582329317
E628_409,0.8192771084337349
E924_396,0.7931726907630522
E3962_224,0.44779116465863456
E4835_386,0.7730923694779116
E1910_336,0.6726907630522089
E3417_212,0.42369477911646586
E4376_34,0.06626506024096386
E4190_420,0.8413654618473896
E3336_8,0.014056224899598393
E3733_213,0.42570281124497994
E900_188,0.3755020080321285
E2027_387,0.7751004016064257
E2630_59,0.11646586345381527
E280_192,0.38353413654618473
E1068_381,0.7630522088353414
E3736_400,0.8012048192771084
E4_47,0.09236947791164658
E2104_118,0.23493975903614459
E3838_8,0.014056224899598393
E2785_100,0.19879518072289157
E2659_284,0.5682730923694779
E654_93,0.18473895582329317
E2302_334,0.6686746987951807
E3101_140,0.2791164658634538
E3180_427,0.8554216867469879
E4493_186,0.3714859437751004
E3914_100,0.19879518072289157
E3081_319,0.6385542168674698
E1543_450,0.9016064257028112
E4034_131,0.26104417670682734
E1204_66,0.13052208835341367
E3062_80,0.15863453815261044
E4259_482,0.9658634538152611
E1118_487,0.9759036144578314
E1821_206,0.41164658634538154
E1472_204,0.40763052208835343
E4194_389,0.7791164658634538
E38_429,0.8594377510040161
E1751_459,0.9196787148594378
E1537_306,0.6124497991967871
E3871_211,0.42168674698795183
E1317_50,0.09839357429718876
E3123_263,0.5261044176706827
E4060_433,0.8674698795180723
E2122_416,0.8333333333333334
E1085_423,0.8473895582329317
E4944_182,0.3634538152610442
E3411_171,0.3413654618473896
E4043_455,0.9116465863453815
E466_236,0.4718875502008032
E429_349,0.6987951807228916
E1180_248,0.4959839357429719
E2940_176,0.3514056224899598
E240_383,0.7670682730923695
E2430_454,0.9096385542168675
E2580_303,0.606425702811245
E3249_4,0.006024096385542169
E3844_227,0.4538152610441767
E28_454,0.9096385542168675
E1634_138,0.2751004016064257
E2597_361,0.7228915662650602
E758_73,0.14457831325301204
E2090_276,0.5522088353413654
E727_333,0.6666666666666666
E528_108,0.21485943775100402
E2861_267,0.5341365461847389
E3829_367,0.7349397590361446
E3795_165,0.3293172690763052
E4681_177,0.3534136546184739
E3666_153,0.30522088353413657
E2058_122,0.2429718875502008
E1207_387,0.7751004016064257
E1352_495,0.9919678714859438
E1500_181,0.3614457831325301
E2295_100,0.19879518072289157
E1376_271,0.5421686746987951
E3654_271,0.5421686746987951
E4568_236,0.4718875502008032
E897_319,0.6385542168674698
E1884_396,0.7931726907630522
E3349_490,0.9819277108433735
E1774_147,0.2931726907630522
E906_97,0.1927710843373494
E1330_57,0.11244979919678715
E4593_236,0.4718875502008032
E3759_246,0.4919678714859438
E1723_379,0.7590361445783133
E3524_485,0.9718875502008032
E4015_345,0.6907630522088354
E2794_434,0.8694779116465864
E2212_164,0.3273092369477912
E2356_165,0.3293172690763052
E721_333,0.6666666666666666
E818_437,0.8755020080321285
E2236_49,0.0963855421686747
E4563_199,0.39759036144578314
E1307_168,0.3353413654618474
E770_437,0.8755020080321285
E3638_272,0.5441767068273092
E1834_385,0.7710843373493976
E517_492,0.9859437751004017
E325_455,0.9116465863453815
E49_115,0.2289156626506024
E665_206,0.41164658634538154
E3160_70,0.13855421686746988
E1789_34,0.06626506024096386
E991_274,0.5481927710843374
E1883_375,0.751004016064257
E1864_359,0.7188755020080321
E3975_331,0.6626506024096386
E1238_292,0.5843373493975904
E3582_363,0.7269076305220884
E4069_383,0.7670682730923695
E3952_348,0.6967871485943775
E3693_89,0.17670682730923695
E4691_331,0.6626506024096386
E1271_84,0.16666666666666666
E2504_408,0.8172690763052208
E4193_256,0.5120481927710844
E4799_308,0.6164658634538153
E4832_112,0.22289156626506024
E54_403,0.8072289156626506
E4885_297,0.5943775100401606
E3539_370,0.7409638554216867
E2549_31,0.060240963855421686
E2366_477,0.9558232931726908
E2328_366,0.7329317269076305
E3468_132,0.26305220883534136
E1703_356,0.7128514056224899
E1395_328,0.6566265060240963
E4940_165,0.3293172690763052
E4085_443,0.8875502008032129
E454_439,0.8795180722891566
E4748_392,0.785140562248996
E1020_210,0.41967871485943775
E686_295,0.5903614457831325
E4658_81,0.1606425702811245
E1871_157,0.3132530120481928
E475_361,0.7228915662650602
E1560_114,0.22690763052208834
E2072_270,0.5401606425702812
E76_50,0.09839357429718876
E4066_96,0.19076305220883535
E1321_302,0.6044176706827309
E1948_333,0.6666666666666666
E4283_487,0.9759036144578314
E1040_187,0.37349397590361444
E3641_103,0.20481927710843373
E3199_93,0.18473895582329317
E2923_253,0.5060240963855421
E3132_451,0.9036144578313253
E3911_347,0.6947791164658634
E210_496,0.9939759036144579
E4030_47,0.09236947791164658
E4506_270,0.5401606425702812
E1593_412,0.8253012048192772
E2215_95,0.18875502008032127
E2676_435,0.8714859437751004
E3218_209,0.41767068273092367
E1145_139,0.27710843373493976
E3570_382,0.7650602409638554
E4747_230,0.4598393574297189
E1877_332,0.6646586345381527
E2974_237,0.4738955823293173
E3599_264,0.5281124497991968
E3536_18,0.03413654618473896
E4476_450,0.9016064257028112
E821_475,0.9518072289156626
E2765_127,0.25301204819277107
E630_63,0.12449799196787148
E2168_369,0.7389558232931727
E946_123,0.24497991967871485
E400_393,0.7871485943775101
E643_144,0.28714859437751006
E4619_358,0.7168674698795181
E3955_232,0.463855421686747
E1779_472,0.9457831325301205
E3959_487,0.9759036144578314
E2357_419,0.8393574297188755
E4566_111,0.22088353413654618
E322_132,0.26305220883534136
E4589_210,0.41967871485943775
E349_408,0.8172690763052208
E2673_122,0.2429718875502008
E3274_295,0.5903614457831325
E1325_105,0.20883534136546184
E4106_25,0.04819277108433735
E2990_377,0.7550200803212851
E1745_66,0.13052208835341367
E62_4,0.006024096385542169
E1696_65,0.1285140562248996
E4615_112,0.22289156626506024
E987_121,0.24096385542168675
E262_422,0.8453815261044176
E558_303,0.606425702811245
E1001_326,0.6526104417670683
E2558_464,0.929718875502008
E4367_319,0.6385542168674698
E1706_198,0.39558232931726905
E2454_431,0.8634538152610441
E4912_253,0.5060240963855421
E3481_6,0.010040160642570281
E191_34,0.06626506024096386
E1404_481,0.963855421686747
E107_79,0.1566265060240964
E4541_343,0.6867469879518072
E3271_127,0.25301204819277107
E3143_300,0.6004016064257028
E4495_77,0.15261044176706828
E3744_276,0.5522088353413654
E448_218,0.4357429718875502
E4471_384,0.7690763052208835
E1226_426,0.8534136546184738
E3195_298,0.5963855421686747
E3157_486,0.9738955823293173
E298_29,0.05622489959839357
E3564_346,0.6927710843373494
E513_67,0.13253012048192772
E4897_328,0.6566265060240963
E4530_452,0.9056224899598394
E3538_141,0.28112449799196787
E1083_318,0.6365461847389559
E1291_339,0.678714859437751
E4989_215,0.42971887550200805
E4107_3,0.004016064257028112
E705_105,0.20883534136546184
E3257_228,0.45582329317269077
E192_370,0.7409638554216867
E3136_191,0.3815261044176707
E1956_444,0.8895582329317269
E1949_258,0.5160642570281124
E2700_488,0.9779116465863453
E1785_327,0.6546184738955824
E1113_269,0.5381526104417671
E3751_8,0.014056224899598393
E4708_223,0.4457831325301205
E808_346,0.6927710843373494
E2036_208,0.41566265060240964
E1054_400,0.8012048192771084
E2739_353,0.7068273092369478
E2117_219,0.43775100401606426
E1918_158,0.3152610441767068
E595_411,0.8232931726907631
E783_349,0.6987951807228916
E4344_78,0.15461847389558234
E4532_226,0.45180722891566266
E1489_453,0.9076305220883534
E2851_173,0.3453815261044177
E3992_209,0.41767068273092367
E2778_277,0.5542168674698795
E3268_440,0.8815261044176707
E1057_274,0.5481927710843374
E1870_337,0.6746987951807228
E3399_356,0.7128514056224899
E3100_231,0.46184738955823296
E2514_242,0.4839357429718876
E1215_272,0.5441767068273092
E4895_162,0.3232931726907631
E3040_106,0.21084337349397592
E4898_291,0.5823293172690763
E4208_53,0.10441767068273092
E1080_291,0.5823293172690763
E2749_497,0.9959839357429718
E2159_256,0.5120481927710844
E1523_113,0.2248995983935743
E4258_314,0.6285140562248996
E161_186,0.3714859437751004
E2415_424,0.8493975903614458
E3596_231,0.46184738955823296
E4445_317,0.6345381526104418
E789_116,0.23092369477911648
E3874_492,0.9859437751004017
E1776_312,0.6244979919678715
E2375_64,0.12650602409638553
E4360_440,0.8815261044176707
E4161_108,0.21485943775100402
E1041_416,0.8333333333333334
E358_262,0.5240963855421686
E3283_278,0.5562248995983936
E838_390,0.7811244979919679
E2557_172,0.3433734939759036
E1219_431,0.8634538152610441
E218_445,0.891566265060241
E2471_185,0.36947791164658633
E3810_225,0.4497991967871486
E4807_255,0.5100401606425703
E4755_427,0.8554216867469879
E4281_296,0.5923694779116466
E4550_139,0.27710843373493976
E3434_492,0.9859437751004017
E3321_37,0.07228915662650602
E1055_444,0.8895582329317269
E3508_82,0.16265060240963855
E3861_404,0.8092369477911646
E3275_234,0.4678714859437751
E4144_270,0.5401606425702812
E1777_493,0.9879518072289156
E1646_98,0.19477911646586346
E2276_52,0.10240963855421686
E874_202,0.4036144578313253
E1545_285,0.570281124497992
E1434_399,0.7991967871485943
E1815_473,0.9477911646586346
E4932_474,0.9497991967871486
E3156_119,0.23694779116465864
E108_53,0.10441767068273092
E2275_322,0.6445783132530121
E3131_123,0.24497991967871485
E4002_400,0.8012048192771084
E4268_362,0.7248995983935743
E4591_269,0.5381526104417671
E2795_364,0.7289156626506024
E1345_476,0.9538152610441767
E2849_209,0.41767068273092367
E71_5,0.008032128514056224
E183_411,0.8232931726907631
E4738_178,0.35542168674698793
E1196_132,0.26305220883534136
E975_78,0.15461847389558234
E1019_103,0.20481927710843373
E1569_206,0.41164658634538154
E2811_334,0.6686746987951807
E2166_470,0.9417670682730924
E3809_354,0.7088353413654619
E4408_17,0.0321285140562249
E4309_390,0.7811244979919679
E3053_104,0.20682730923694778
E4936_124,0.2469879518072289
E2719_334,0.6686746987951807
E2898_67,0.13253012048192772
E2042_269,0.5381526104417671
E1670_418,0.8373493975903614
E4105_43,0.08433734939759036
E168_57,0.11244979919678715
E70_236,0.4718875502008032
E4089_155,0.3092369477911647
E64_468,0.9377510040160643
E152_284,0.5682730923694779
E1480_225,0.4497991967871486
E2712_434,0.8694779116465864
E3245_137,0.27309236947791166
E3742_78,0.15461847389558234
E1070_89,0.17670682730923695
E4453_134,0.26706827309236947
E4845_50,0.09839357429718876
E745_331,0.6626506024096386
E2757_497,0.9959839357429718
E495_479,0.9598393574297188
E4674_274,0.5481927710843374
E1009_81,0.1606425702811245
E4363_216,0.43172690763052207
E2999_115,0.2289156626506024
E2321_433,0.8674698795180723
E196_37,0.07228915662650602
E2976_447,0.8955823293172691
E4654_74,0.1465863453815261
E2935_269,0.5381526104417671
E478_37,0.07228915662650602
E714_418,0.8373493975903614
E2918_68,0.13453815261044177
E1209_180,0.35943775100401604
E755_449,0.8995983935742972
E2192_77,0.15261044176706828
E2419_364,0.7289156626506024
E3501_492,0.9859437751004017
E2445_375,0.751004016064257
E4975_185,0.36947791164658633
E684_74,0.1465863453815261
E4817_409,0.8192771084337349
E4767_277,0.5542168674698795
E866_153,0.30522088353413657
E10_410,0.821285140562249
E1467_131,0.26104417670682734
E4226_45,0.08835341365461848
E3463_307,0.6144578313253012
E127_118,0.23493975903614459
E2131_46,0.09036144578313253
E788_282,0.5642570281124498
E3788_341,0.6827309236947792
E737_383,0.7670682730923695
E4054_387,0.7751004016064257
E532_293,0.5863453815261044
E990_382,0.7650602409638554
E326_112,0.22289156626506024
E2836_317,0.6345381526104418
E559_135,0.26907630522088355
E522_408,0.8172690763052208
E4253_406,0.8132530120481928
E1729_384,0.7690763052208835
E4422_17,0.0321285140562249
E3712_324,0.6485943775100401
E435_16,0.030120481927710843
E2011_5,0.008032128514056224
E1075_403,0.8072289156626506
E2074_320,0.6405622489959839
E4635_482,0.9658634538152611
E660_167,0.3333333333333333
E2848_302,0.6044176706827309
E3797_172,0.3433734939759036
E1108_346,0.6927710843373494
E4711_208,0.41566265060240964
E2664_225,0.4497991967871486
E4184_194,0.38755020080321284
E3148_244,0.4879518072289157
E3311_208,0.41566265060240964
E978_18,0.03413654618473896
E3717_434,0.8694779116465864
E2544_361,0.7228915662650602
E460_337,0.6746987951807228
E86_401,0.8032128514056225
E738_211,0.42168674698795183
E2874_379,0.7590361445783133
E3256_269,0.5381526104417671
E1064_394,0.7891566265060241
E661_179,0.357429718875502
E2380_286,0.572289156626506
E830_17,0.0321285140562249
E2111_248,0.4959839357429719
E1357_323,0.6465863453815262
E3145_87,0.17269076305220885
E4549_358,0.7168674698795181
E2497_425,0.8514056224899599
E2316_191,0.3815261044176707
E3109_23,0.04417670682730924
E2527_173,0.3453815261044177
E3853_50,0.09839357429718876
E2687_347,0.6947791164658634
E642_420,0.8413654618473896
E3677_359,0.7188755020080321
E3561_195,0.3895582329317269
E461_21,0.040160642570281124
E489_406,0.8132530120481928
E3328_137,0.27309236947791166
E4070_232,0.463855421686747
E4444_255,0.5100401606425703
E1288_436,0.8734939759036144
E2097_125,0.24899598393574296
E214_182,0.3634538152610442
E806_281,0.5622489959839357
E3913_273,0.5461847389558233
E3816_99,0.19678714859437751
E3890_116,0.23092369477911648
E1222_406,0.8132530120481928
E1816_86,0.1706827309236948
E2338_251,0.5020080321285141
E1266_358,0.7168674698795181
E4723_110,0.21887550200803213
E1843_377,0.7550200803212851
E3994_128,0.25502008032128515
E4822_248,0.4959839357429719
E1444_365,0.7309236947791165
E3703_265,0.5301204819277109
E2665_469,0.9397590361445783
E316_182,0.3634538152610442
E751_312,0.6244979919678715
E1892_465,0.9317269076305221
E3414_173,0.3453815261044177
E1339_335,0.6706827309236948
E4540_338,0.6767068273092369
E3563_374,0.748995983935743
E3439_335,0.6706827309236948
E944_267,0.5341365461847389
E702_223,0.4457831325301205
E1503_477,0.9558232931726908
E2262_444,0.8895582329317269
E4205_496,0.9939759036144579
E588_24,0.04618473895582329
E1772_154,0.3072289156626506
E2786_119,0.23694779116465864
E1904_3,0.004016064257028112
E4956_65,0.1285140562248996
E1964_20,0.03815261044176707
E4395_186,0.3714859437751004
