SourceGENES,TargetGENES,Interaction,Edges
g8,g7,1.13372805115137,repression
g3,g2,1,activation
g10,g9,0.906840415779039,activation
g1,g9,0.85057178154034,repression
g9,g8,0.846990544369903,activation
g8,g6,0.755825284545951,activation
g2,g10,0.75083533796463,repression
g6,g4,0.744242631475696,activation
g2,g1,0.742406688201274,activation
g1,g10,0.692116637322167,repression
g3,g1,0.503379117293458,repression
g6,g7,0.487133692029592,activation
g9,g9,0.440846508884978,activation
g8,g8,0.432194779141021,activation
g10,g10,0.403347569650191,activation
g1,g1,0.373346390581482,activation
g3,g3,0.367061976400689,activation
g7,g5,0.352650633825547,activation
g2,g9,0.340717136494697,repression
g6,g5,0.332943357721075,repression
g10,g8,0.321214029645978,activation
g8,g5,0.297677749784264,repression
g2,g2,0.259223832829734,activation
g9,g6,0.216628748670474,activation
g1,g4,0.21080979918835,activation
g9,g5,0.190137736967277,activation
g9,g7,0.176241868506471,activation
g1,g8,0.170471055958694,repression
g6,g6,0.153153083790413,activation
g7,g4,0.138156916689529,activation
g7,g3,0.129967697276635,activation
g10,g4,0.128066873055663,repression
g6,g9,0.109458261604961,activation
g10,g1,0.105227157997173,repression
g7,g8,0.0570526294978465,repression
g7,g6,0.0456914789428436,activation
g3,g10,0.0216159258982439,activation
g5,g7,0.0142947521020036,activation
g1,g6,0.007092402901557,activation
g5,g3,0.00666351126871606,activation
g2,g6,0.00572375592966201,activation
g5,g2,0.00504514017683493,activation
g5,g5,0.00211417919843178,activation
g4,g3,5.96930182958711e-36,activation
g4,g2,2.59252534002766e-36,repression
g4,g9,1.88140124327502e-36,repression
g4,g5,1.24518735565473e-36,activation
g4,g8,3.81972662632522e-38,activation
g4,g4,6.67406152801227e-39,activation
g1,g2,0,no regulation
g1,g3,0,no regulation
g1,g5,0,no regulation
g1,g7,0,no regulation
g10,g2,0,no regulation
g10,g3,0,no regulation
g10,g5,0,no regulation
g10,g6,0,no regulation
g10,g7,0,no regulation
g2,g3,0,no regulation
g2,g4,0,no regulation
g2,g5,0,no regulation
g2,g7,0,no regulation
g2,g8,0,no regulation
g3,g4,0,no regulation
g3,g5,0,no regulation
g3,g6,0,no regulation
g3,g7,0,no regulation
g3,g8,0,no regulation
g3,g9,0,no regulation
g4,g1,0,no regulation
g4,g10,0,no regulation
g4,g6,0,no regulation
g4,g7,0,no regulation
g5,g1,0,no regulation
g5,g10,0,no regulation
g5,g4,0,no regulation
g5,g6,0,no regulation
g5,g8,0,no regulation
g5,g9,0,no regulation
g6,g1,0,no regulation
g6,g10,0,no regulation
g6,g2,0,no regulation
g6,g3,0,no regulation
g6,g8,0,no regulation
g7,g1,0,no regulation
g7,g10,0,no regulation
g7,g2,0,no regulation
g7,g7,0,no regulation
g7,g9,0,no regulation
g8,g1,0,no regulation
g8,g10,0,no regulation
g8,g2,0,no regulation
g8,g3,0,no regulation
g8,g4,0,no regulation
g8,g9,0,no regulation
g9,g1,0,no regulation
g9,g10,0,no regulation
g9,g2,0,no regulation
g9,g3,0,no regulation
g9,g4,0,no regulation
