Gene1	Gene2	corVal	pValue
Dbx1	Dbx1	1	0
Dbx2	Dbx2	1	0
Irx3	Irx3	1	0
Nkx22	Nkx22	1	0
Nkx61	Nkx61	1	0
Nkx62	Nkx62	1	0
Olig2	Olig2	1	0
Pax6	Pax6	1	0
Olig2	Pax6	0.34971205740171	1.90731675213864e-58
Pax6	Olig2	0.349712057401709	1.90731675213864e-58
Nkx62	Dbx1	0.330949691296187	3.56992791573232e-52
Dbx1	Nkx62	0.330949691296187	3.56992791573232e-52
Pax6	Irx3	0.287655465687639	2.69649395580722e-39
Irx3	Pax6	0.287655465687639	2.69649395580757e-39
Irx3	Dbx2	0.257178948019311	1.73444694555273e-31
Dbx2	Irx3	0.257178948019311	1.7344469455528e-31
Dbx2	Dbx1	0.240019880214377	1.59388580126833e-27
Dbx1	Dbx2	0.240019880214377	1.5938858012684e-27
Nkx62	Dbx2	0.203594075258856	4.23294493661519e-20
Dbx2	Nkx62	0.203594075258856	4.23294493661519e-20
Olig2	Dbx1	0.180961606087336	3.85764728427608e-16
Dbx1	Olig2	0.180961606087336	3.85764728427608e-16
Nkx62	Olig2	0.139971983394303	3.44399022853768e-10
Olig2	Nkx62	0.139971983394303	3.44399022853769e-10
Nkx62	Irx3	0.137513228947454	7.00347716084883e-10
Irx3	Nkx62	0.137513228947454	7.00347716084886e-10
Nkx62	Nkx22	0.122457159430523	4.12401689995174e-08
Nkx22	Nkx62	0.122457159430523	4.12401689995174e-08
Dbx1	Irx3	0.103191154078373	3.88647859805219e-06
Irx3	Dbx1	0.103191154078373	3.8864785980522e-06
Nkx61	Nkx22	0.0518702020672065	0.0205402198277072
Nkx22	Nkx61	0.0518702020672065	0.0205402198277072
Nkx61	Pax6	0.0450762111247557	0.0441562871916213
Pax6	Nkx61	0.0450762111247557	0.0441562871916214
Olig2	Nkx61	0.0400307748635674	0.0739150684747544
Nkx61	Olig2	0.0400307748635674	0.0739150684747544
Dbx2	Pax6	0.0257706044896575	0.250046746580336
Pax6	Dbx2	0.0257706044896574	0.250046746580338
Dbx1	Nkx22	0.0244653313560296	0.274851191083849
Nkx22	Dbx1	0.0244653313560296	0.274851191083849
Nkx22	Dbx2	0.0117927815740524	0.598689761005656
Dbx2	Nkx22	0.0117927815740524	0.598689761005657
Dbx2	Olig2	0.000952104440232655	0.966109009922573
Olig2	Dbx2	0.000952104440232654	0.966109009922573
Nkx62	Pax6	-0.00912603587486188	0.683810412779505
Pax6	Nkx62	-0.00912603587486189	0.683810412779504
Irx3	Nkx61	-0.0338111386298052	0.131223402798091
Nkx61	Irx3	-0.0338111386298052	0.131223402798091
Pax6	Dbx1	-0.0769148825705657	0.000587080465671314
Dbx1	Pax6	-0.0769148825705657	0.000587080465671314
Nkx61	Dbx1	-0.141594487756109	2.14129562632147e-10
Dbx1	Nkx61	-0.141594487756109	2.14129562632142e-10
Olig2	Nkx22	-0.141810512930282	2.0091818024101e-10
Nkx22	Olig2	-0.141810512930282	2.00918180241007e-10
Nkx62	Nkx61	-0.147938763914468	3.16875711189486e-11
Nkx61	Nkx62	-0.147938763914468	3.16875711189486e-11
Nkx22	Irx3	-0.198379295676457	3.82429513579111e-19
Irx3	Nkx22	-0.198379295676457	3.82429513579111e-19
Dbx2	Nkx61	-0.249151364386454	1.35313035832829e-29
Nkx61	Dbx2	-0.249151364386454	1.35313035832819e-29
Olig2	Irx3	-0.527058328230268	5.7328825676301e-143
Irx3	Olig2	-0.527058328230268	5.7328825676301e-143
Pax6	Nkx22	-0.629771154543883	8.45706190435304e-221
Nkx22	Pax6	-0.629771154543884	8.45706190435112e-221
