Parent	Type	Child	Weight	Probability	Score
g1	+	g1	0.679866	1.000000	0.675837
g2	+	g1	0.408016	1.000000	0.405597
g3	+	g1	0.168985	0.155550	0.026130
g4	-	g1	-0.029095	0.062483	-0.001807
g5	-	g1	-0.326724	1.000000	-0.324787
g6	+	g1	0.576674	1.000000	0.573256
g1	+	g2	0.432223	0.000000	0.000000
g2	+	g2	1.005963	1.000000	1.000000
g3	-	g2	-0.285833	0.999975	-0.284131
g4	-	g2	-0.110177	0.250770	-0.027465
g5	+	g2	0.270453	0.505114	0.135800
g6	+	g2	0.515024	1.000000	0.511972
g1	+	g3	0.183371	0.391904	0.071438
g2	+	g3	0.004948	0.015318	0.000075
g3	+	g3	0.479930	1.000000	0.477086
g4	+	g3	0.429561	1.000000	0.427015
g5	+	g3	0.205031	0.526330	0.107274
g6	+	g3	0.387429	1.000000	0.385132
g1	-	g4	-0.039408	0.062515	-0.002449
g2	+	g4	0.158532	0.383841	0.060490
g3	+	g4	0.357633	0.999989	0.355509
g4	+	g4	0.552112	1.000000	0.548840
g5	+	g4	0.428677	1.000000	0.426136
g6	+	g4	0.287003	0.998150	0.284774
g1	-	g5	-0.348411	1.000000	-0.346346
g2	+	g5	0.470181	1.000000	0.467394
g3	+	g5	0.151688	0.125186	0.018877
g4	+	g5	0.380999	0.999999	0.378740
g5	+	g5	0.608861	1.000000	0.605252
g6	+	g5	0.417554	1.000000	0.415079
g1	+	g6	0.455757	1.000000	0.453055
g2	+	g6	0.093489	0.146785	0.013641
g3	+	g6	0.379826	1.000000	0.377575
g4	+	g6	0.141015	0.118011	0.016543
g5	-	g6	-0.021596	0.049812	-0.001069
g6	+	g6	0.581651	1.000000	0.578204
