,PseudoTime
E4107_617,0.41082164328657317
E3647_1036,0.6907147628590514
E4468_669,0.4455577822311289
E1567_738,0.4916499665998664
E3956_278,0.1843687374749499
E3037_295,0.1957247828991316
E4793_50,0.03206412825651302
E4502_465,0.3092852371409486
E1709_110,0.07214428857715431
E191_923,0.6152304609218436
E1533_426,0.2832331329325317
E4365_870,0.5798263193052772
E541_28,0.01736806947227789
E609_665,0.44288577154308617
E4277_1056,0.7040748162992652
E799_896,0.5971943887775552
E1167_492,0.3273213092852371
E4716_579,0.385437541750167
E2224_330,0.21910487641950568
E3783_283,0.18770875083500335
E268_807,0.5377421509686039
E3941_1475,0.9839679358717435
E2292_954,0.635938543754175
E3829_530,0.3527054108216433
E2228_782,0.5210420841683366
E2097_135,0.08884435537742151
E3962_329,0.218436873747495
E4372_135,0.08884435537742151
E4080_111,0.072812291249165
E919_1001,0.6673346693386774
E1574_1485,0.9906479625918504
E4115_110,0.07214428857715431
E21_345,0.229124916499666
E4165_452,0.30060120240480964
E2993_248,0.16432865731462926
E3532_758,0.5050100200400801
E220_543,0.36138944555778224
E2326_805,0.5364061456245826
E977_360,0.23914495657982632
E4298_1120,0.7468269873079493
E4325_1365,0.9104876419505677
E3756_461,0.3066132264529058
E355_144,0.09485637942551771
E1762_470,0.312625250501002
E36_1474,0.9832999331997327
E1742_5,0.002004008016032064
E1415_861,0.5738142952571811
E3235_1122,0.7481629926519706
E859_341,0.22645290581162325
E1731_1110,0.7401469605878424
E4479_154,0.10153640614562458
E2154_199,0.13159652638610556
E4280_562,0.3740814963259853
E4370_411,0.2732130928523714
E3729_734,0.48897795591182364
E4885_572,0.3807615230460922
E2884_1455,0.9706078824315297
E2596_1103,0.7354709418837675
E4398_818,0.5450901803607214
E1663_542,0.36072144288577157
E333_506,0.3366733466933868
E297_1114,0.7428189712758851
E3932_1392,0.9285237140948563
E3809_385,0.2558450233800935
E4875_896,0.5971943887775552
E1130_893,0.5951903807615231
E4321_776,0.5170340681362725
E4503_1091,0.7274549098196392
E4790_875,0.5831663326653307
E1778_173,0.11422845691382766
E2246_110,0.07214428857715431
E4179_1053,0.7020708082832331
E1112_1001,0.6673346693386774
E4326_1014,0.6760187040748163
E1685_1339,0.8931195724782899
E751_149,0.09819639278557114
E2913_837,0.5577822311289246
E3449_466,0.30995323981295925
E427_620,0.41282565130260523
E1718_1060,0.706746826987308
E1420_118,0.07748830995323981
E265_668,0.44488977955911824
E4454_31,0.019372077488309953
E3355_844,0.5624582498329993
E82_823,0.5484301937207748
E4933_1456,0.9712758851035405
E2525_459,0.30527722110888444
E4189_673,0.4482297929191717
E672_1293,0.8623914495657983
E3771_628,0.4181696726786907
E1500_848,0.5651302605210421
E529_37,0.02338009352037408
E2173_1457,0.9719438877755511
E2145_66,0.04275217100868404
E1085_1044,0.6960587842351369
E1814_965,0.6432865731462926
E735_713,0.4749498997995992
E1224_1493,0.9959919839679359
E4542_741,0.49365397461589844
E3290_923,0.6152304609218436
E1515_1045,0.6967267869071476
E3964_796,0.5303941215764864
E4627_205,0.13560454241816966
E1697_1447,0.9652638610554443
E4926_267,0.17702070808283232
E1997_100,0.06546426185704743
E4781_160,0.10554442217768871
E2530_432,0.28724114896459585
E4863_539,0.3587174348697395
E4633_445,0.2959251837007348
E3199_42,0.026720106880427523
E3596_79,0.05143620574482298
E1756_1431,0.9545758183032732
E4825_625,0.41616566466265864
E1386_1368,0.9124916499665998
E2005_235,0.15564462257849032
E2603_273,0.18102872411489646
E4934_169,0.11155644622578491
E689_339,0.22511690046760188
E4108_394,0.2618570474281897
E474_198,0.13092852371409486
E1458_38,0.02404809619238477
E368_903,0.6018704074816299
E951_1001,0.6673346693386774
E118_664,0.4422177688710755
E1611_307,0.20374081496325985
E530_1274,0.8496993987975952
E4241_429,0.2852371409485638
E3195_1289,0.8597194388777555
E3447_1258,0.8390113560454242
E78_1338,0.8924515698062793
E2376_1207,0.8049432197728791
E3071_904,0.6025384101536406
E1059_1368,0.9124916499665998
E1324_1022,0.6813627254509018
E3399_1227,0.8183032732130928
E1248_861,0.5738142952571811
E3380_368,0.24448897795591182
E148_530,0.3527054108216433
E935_274,0.18169672678690715
E213_894,0.5958583834335337
E3914_934,0.6225784903139613
E1080_33,0.020708082832331328
E4691_729,0.48563794255177023
E4197_1361,0.9078156312625251
E2202_203,0.1342685370741483
E1341_1271,0.8476953907815631
E1571_620,0.41282565130260523
E4975_1092,0.72812291249165
E943_717,0.47762191048764197
E4174_567,0.37742150968603877
E3898_877,0.584502338009352
E1101_1223,0.8156312625250501
E3788_321,0.21309285237140949
E126_270,0.1790247160988644
E937_1309,0.8730794923179692
E1411_1007,0.6713426853707415
E1478_1004,0.6693386773547094
E1453_304,0.2017368069472278
E2277_8,0.004008016032064128
E742_966,0.6439545758183033
E215_255,0.1690046760187041
E3892_1193,0.7955911823647295
E3523_737,0.4909819639278557
E2166_649,0.43219772879091517
E3390_569,0.3787575150300601
E1403_984,0.6559786239144957
E4571_514,0.3420173680694723
E2085_150,0.09886439545758183
E4037_1454,0.969939879759519
E3931_604,0.4021376085504342
E4862_489,0.32531730126920505
E4634_1490,0.9939879759519038
E3081_932,0.6212424849699398
E2929_905,0.6032064128256514
E1959_1294,0.863059452237809
E2779_963,0.6419505678022712
E3275_371,0.24649298597194388
E379_926,0.6172344689378757
E2766_151,0.09953239812959253
E1523_303,0.2010688042752171
E3750_1353,0.9024716098864396
E1954_1395,0.9305277221108884
E4564_796,0.5303941215764864
E3409_721,0.4802939211756847
E4971_1314,0.8764195056780227
E1594_775,0.5163660654642619
E2886_1353,0.9024716098864396
E3572_131,0.08617234468937876
E4635_345,0.229124916499666
E3027_216,0.14295257181028725
E1429_116,0.07615230460921844
E1782_272,0.18036072144288579
E2713_1437,0.9585838343353373
E1249_314,0.20841683366733466
E4258_1234,0.8229792919171677
E3982_1132,0.7548430193720775
E4632_993,0.6619906479625919
E494_279,0.1850367401469606
E563_260,0.17234468937875752
E3035_240,0.15898463593854376
E1334_618,0.41148964595858384
E3500_259,0.17167668670674682
E4959_1376,0.9178356713426854
E2986_929,0.6192384769539078
E1887_723,0.4816299265197061
E3753_1198,0.7989311957247829
E2705_1436,0.9579158316633266
E1209_750,0.49966599866399464
E4547_382,0.25384101536406145
E4476_981,0.6539746158984636
E3406_755,0.503006012024048
E2812_1487,0.9919839679358717
E3452_1006,0.6706746826987308
E2783_1232,0.8216432865731463
E4509_1033,0.6887107548430194
E2569_509,0.33867735470941884
E1825_166,0.10955243820975284
E1026_1308,0.8724114896459586
E4563_1023,0.6820307281229125
E3224_450,0.29926519706078825
E1953_480,0.3193052772211089
E260_1220,0.8136272545090181
E3417_645,0.42952571810287243
E2867_325,0.21576486305945225
E2251_1399,0.9331997327989312
E4078_1075,0.7167668670674683
E190_977,0.6513026052104208
E3295_700,0.46626586506346024
E4376_91,0.05945223780895124
E2763_595,0.39612558450233804
E920_1160,0.7735470941883767
E3884_835,0.5564462257849031
E533_804,0.5357381429525718
E4505_87,0.05678022712090848
E4169_245,0.1623246492985972
E1664_14,0.008016032064128256
E1897_524,0.3486973947895792
E2390_1070,0.7134268537074149
E222_12,0.006680026720106881
E1881_255,0.1690046760187041
E4215_503,0.3346693386773547
E2977_713,0.4749498997995992
E1596_27,0.016700066800267203
E3721_1442,0.9619238476953907
E2106_1334,0.8897795591182365
E1511_795,0.5297261189044756
E759_449,0.2985971943887776
E938_1165,0.7768871075484302
E4704_838,0.5584502338009352
E3014_827,0.5511022044088176
E4010_1407,0.9385437541750167
E143_317,0.21042084168336672
E4470_152,0.10020040080160321
E3073_1125,0.7501670006680027
E205_349,0.23179692718770875
E132_1248,0.8323313293253173
E2761_941,0.627254509018036
E3128_1450,0.9672678690714763
E2592_815,0.5430861723446894
E3029_1146,0.7641950567802271
E1272_225,0.14896459585838343
E2134_128,0.0841683366733467
E1025_102,0.06680026720106881
E2576_595,0.39612558450233804
E1400_510,0.3393453573814295
E652_253,0.1676686706746827
E4393_1055,0.7034068136272545
E2470_691,0.46025384101536404
E3494_1018,0.678690714762859
E3379_1416,0.9445557782231129
E3320_22,0.013360053440213761
E3601_584,0.38877755511022044
E1579_1221,0.8142952571810287
E3576_334,0.22177688710754842
E3503_299,0.19839679358717435
E3860_808,0.5384101536406145
E4442_984,0.6559786239144957
E3506_450,0.29926519706078825
E4360_1006,0.6706746826987308
E61_945,0.6299265197060788
E4714_1245,0.8303273213092852
E2345_1092,0.72812291249165
E86_1136,0.7575150300601202
E983_756,0.5036740146960588
E913_535,0.3560454241816967
E2989_1134,0.7561790247160989
E1849_603,0.4014696058784235
E1166_901,0.6005344021376086
E1030_1497,0.9986639946559787
E3934_1404,0.9365397461589846
E4159_1020,0.6800267201068805
E3443_763,0.5083500334001336
E2658_559,0.37207748830995324
E4114_921,0.6138944555778223
E566_545,0.3627254509018036
E405_1129,0.7528390113560455
E109_392,0.2605210420841683
E590_1053,0.7020708082832331
E4466_1084,0.7227788911155645
E372_322,0.21376085504342018
E4623_1472,0.9819639278557114
E2959_664,0.4422177688710755
E3627_241,0.15965263861055445
E209_1490,0.9939879759519038
E211_1367,0.9118236472945892
E413_925,0.6165664662658651
E2278_193,0.12758851035404142
E3610_1210,0.8069472277889111
E2018_485,0.3226452905811623
E360_1405,0.9372077488309953
E701_855,0.569806279225117
E776_479,0.3186372745490982
E1207_29,0.018036072144288578
E3543_892,0.5945223780895124
E3675_1389,0.9265197060788243
E2437_1252,0.8350033400133601
E3911_1242,0.8283233132932531
E1682_219,0.1449565798263193
E4791_1203,0.8022712090848363
E3711_463,0.3079492317969272
E4238_181,0.11957247828991316
E1117_270,0.1790247160988644
E309_895,0.5965263861055444
E2494_186,0.1229124916499666
E2245_489,0.32531730126920505
E1064_849,0.5657982631930528
E4286_1482,0.9886439545758183
E3349_775,0.5163660654642619
E4353_1094,0.7294589178356713
E407_260,0.17234468937875752
E2302_1042,0.6947227788911156
E4192_1325,0.8837675350701403
E608_1143,0.7621910487641951
E2103_1010,0.6733466933867736
E1583_548,0.36472945891783565
E2559_914,0.6092184368737475
E2141_1306,0.8710754843019372
E1964_879,0.5858383433533734
E4931_1392,0.9285237140948563
E600_1441,0.9612558450233801
E4513_887,0.591182364729459
E4979_946,0.6305945223780896
E2914_1340,0.8937875751503006
E3896_1096,0.7307949231796927
E1984_1032,0.6880427521710086
E4405_737,0.4909819639278557
E3131_571,0.3800935203740815
E4125_820,0.5464261857047428
E2853_334,0.22177688710754842
E4327_1111,0.7408149632598531
E3748_1119,0.7461589846359385
E1875_525,0.34936539746158984
E523_1382,0.9218436873747495
E4429_865,0.5764863059452238
E3961_145,0.09552438209752839
E1929_1329,0.8864395457581831
E3101_665,0.44288577154308617
E1178_1426,0.9512358049432198
E246_49,0.03139612558450234
E2268_1208,0.8056112224448898
E2260_931,0.6205744822979292
E2025_121,0.07949231796927188
E3880_742,0.49432197728790916
E4182_82,0.053440213760855046
E3652_191,0.12625250501002003
E2821_304,0.2017368069472278
E1809_420,0.2792251169004676
E1854_310,0.20574482297929192
E4897_858,0.571810287241149
E1619_11,0.006012024048096192
E1918_363,0.24114896459585838
E254_270,0.1790247160988644
E4777_567,0.37742150968603877
E4665_875,0.5831663326653307
E3308_566,0.37675350701402804
E4531_663,0.4415497661990648
E3358_1395,0.9305277221108884
E1761_199,0.13159652638610556
E4315_745,0.49632598530394123
E4807_629,0.4188376753507014
E4464_1069,0.7127588510354042
E3514_1445,0.9639278557114228
E2571_405,0.26920507682030725
E1818_1279,0.8530394121576487
E2759_841,0.5604542418169672
E2587_1145,0.7635270541082164
E481_1148,0.7655310621242485
E19_1453,0.9692718770875084
E2850_541,0.36005344021376084
E2091_45,0.028724114896459586
E1369_585,0.3894455577822311
E476_797,0.531062124248497
E4392_1344,0.8964595858383434
E2827_462,0.3072812291249165
E3070_714,0.4756179024716099
E2262_1045,0.6967267869071476
E4022_1030,0.6867067468269873
E4685_1097,0.7314629258517034
E3963_1124,0.749498997995992
E4741_498,0.33132932531730125
E3954_159,0.10487641950567803
E2508_6,0.0026720106880427524
E4331_977,0.6513026052104208
E2735_528,0.3513694054776219
E3999_1222,0.8149632598530394
E4017_109,0.07147628590514363
E2797_1103,0.7354709418837675
E2490_1414,0.9432197728790915
E1037_724,0.48229792919171677
E1617_532,0.35404141616566465
E64_984,0.6559786239144957
E2337_1373,0.9158316633266533
E4225_583,0.38810955243820977
E1623_943,0.6285905143620575
E2410_335,0.22244488977955912
E431_1334,0.8897795591182365
E3048_568,0.37808951235804944
E699_380,0.25250501002004005
E2435_1060,0.706746826987308
E4737_1358,0.905811623246493
E339_32,0.02004008016032064
E2719_235,0.15564462257849032
E3338_1306,0.8710754843019372
E3138_818,0.5450901803607214
E1088_395,0.2625250501002004
E1847_787,0.5243820975283902
E2781_1423,0.9492317969271877
E3102_1272,0.8483633934535738
E1935_410,0.2725450901803607
E4727_631,0.4201736806947228
E3830_865,0.5764863059452238
E1974_1234,0.8229792919171677
E12_56,0.036072144288577156
E3094_163,0.10754843019372078
E1666_430,0.2859051436205745
E2130_1320,0.8804275217100869
E208_1246,0.8309953239812959
E1105_834,0.5557782231128925
E4062_644,0.4288577154308617
E4339_695,0.46292585170340683
E1934_384,0.25517702070808285
E463_938,0.625250501002004
E2280_456,0.3032732130928524
E3904_65,0.04208416833667335
E261_1078,0.7187708750835003
E4949_796,0.5303941215764864
E4481_1308,0.8724114896459586
E2879_7,0.0033400133600534404
E1322_649,0.43219772879091517
E2162_725,0.48296593186372744
E1821_743,0.49498997995991983
E3085_1266,0.8443553774215097
E1801_1499,1.0
E3092_1102,0.7348029392117569
E2726_1192,0.7949231796927188
E1296_571,0.3800935203740815
E4050_686,0.45691382765531063
E1873_630,0.4195056780227121
E3282_191,0.12625250501002003
E3547_80,0.052104208416833664
E522_881,0.5871743486973948
E3663_1479,0.9866399465597863
E585_1246,0.8309953239812959
E4310_965,0.6432865731462926
E3668_720,0.47962591850367403
E3185_1332,0.8884435537742151
E1457_483,0.321309285237141
E561_1278,0.8523714094856379
E2293_1294,0.863059452237809
E4957_917,0.6112224448897795
E2099_1296,0.8643954575818303
E250_1402,0.9352037408149633
E4229_808,0.5384101536406145
E2817_531,0.353373413493654
E470_1000,0.6666666666666666
E2956_693,0.46158984635938544
E3629_1432,0.9552438209752839
E3497_323,0.21442885771543085
E1920_35,0.022044088176352707
E4843_215,0.14228456913827656
E2866_761,0.5070140280561122
E1861_1388,0.9258517034068137
E3694_568,0.37808951235804944
E3104_59,0.03807615230460922
E2035_1443,0.9625918503674015
E3648_1299,0.8663994655978624
E488_473,0.31462925851703405
E2384_388,0.2578490313961256
E3973_296,0.1963927855711423
E3742_222,0.14696058784235136
E1277_1442,0.9619238476953907
E1394_582,0.38744154976619904
E3985_546,0.3633934535738143
E1447_298,0.19772879091516365
E1154_797,0.531062124248497
E802_337,0.2237808951235805
E794_1195,0.7969271877087508
E3296_778,0.518370073480294
E7_1458,0.9726118904475618
E2638_743,0.49498997995991983
E912_743,0.49498997995991983
E1883_1092,0.72812291249165
E1521_58,0.03740814963259853
E3772_814,0.5424181696726786
E4690_637,0.4241816967267869
E1509_1184,0.7895791583166333
E1987_483,0.321309285237141
E821_1173,0.7822311289245157
E2333_903,0.6018704074816299
E3078_25,0.015364061456245824
E1945_1123,0.7488309953239813
E292_136,0.0895123580494322
E965_366,0.24315297261189045
E2712_901,0.6005344021376086
E560_502,0.33400133600534404
E4148_1012,0.6746826987307949
E1047_1463,0.9759519038076152
E3691_438,0.29124916499666
