Parent	Type	Child	Weight	Probability	Score
Dbx1	+	Dbx1	0.213479	0.998234	0.419845
Dbx2	+	Dbx1	0.101958	0.357877	0.071888
Irx3	+	Dbx1	0.199379	0.993342	0.390194
Nkx22	+	Dbx1	0.371317	1.000000	0.731556
Nkx61	-	Dbx1	-0.085182	0.369741	-0.062051
Nkx62	+	Dbx1	0.198899	0.976862	0.382798
Olig2	+	Dbx1	0.043214	0.133869	0.011397
Pax6	+	Dbx1	0.087427	0.521053	0.089749
Dbx1	+	Dbx2	0.206361	1.000000	0.406565
Dbx2	+	Dbx2	0.126767	0.862257	0.215350
Irx3	+	Dbx2	0.118048	0.955610	0.222250
Nkx22	+	Dbx2	0.178993	1.000000	0.352647
Nkx61	-	Dbx2	-0.002806	0.039101	-0.000216
Nkx62	+	Dbx2	0.158733	0.998741	0.312337
Olig2	-	Dbx2	-0.008014	0.048100	-0.000759
Pax6	+	Dbx2	0.009962	0.056016	0.001099
Dbx1	+	Irx3	0.276645	1.000000	0.545037
Dbx2	+	Irx3	0.135128	0.599536	0.159611
Irx3	+	Irx3	0.232699	0.999966	0.458441
Nkx22	+	Irx3	0.301341	1.000000	0.593692
Nkx61	-	Irx3	-0.002916	0.068424	-0.000393
Nkx62	+	Irx3	0.245598	0.999911	0.483826
Olig2	-	Irx3	-0.037936	0.119665	-0.008944
Pax6	+	Irx3	0.081298	0.709089	0.113576
Dbx1	+	Nkx22	0.152133	0.844288	0.253055
Dbx2	+	Nkx22	0.314751	0.999960	0.620086
Irx3	+	Nkx22	0.228799	0.999712	0.450642
Nkx22	+	Nkx22	0.256607	1.000000	0.505559
Nkx61	+	Nkx22	0.048655	0.197701	0.018951
Nkx62	+	Nkx22	0.240670	0.999582	0.473962
Olig2	+	Nkx22	0.028931	0.103994	0.005927
Pax6	-	Nkx22	-0.037090	0.115866	-0.008467
Dbx1	+	Nkx61	0.003389	0.044705	0.000299
Dbx2	+	Nkx61	0.100855	0.221185	0.043950
Irx3	+	Nkx61	0.199826	0.800118	0.314999
Nkx22	+	Nkx61	0.078920	0.112222	0.017449
Nkx61	+	Nkx61	0.507571	1.000000	1.000000
Nkx62	+	Nkx61	0.019387	0.062314	0.002380
Olig2	+	Nkx61	0.461948	1.000000	0.910114
Pax6	+	Nkx61	0.416159	1.000000	0.819902
Dbx1	+	Nkx62	0.236747	1.000000	0.466432
Dbx2	+	Nkx62	0.169703	0.909662	0.304139
Irx3	+	Nkx62	0.229448	0.999999	0.452050
Nkx22	+	Nkx62	0.244801	1.000000	0.482298
Nkx61	-	Nkx62	-0.032867	0.116759	-0.007561
Nkx62	+	Nkx62	0.127752	0.749311	0.188597
Olig2	-	Nkx62	-0.061944	0.276977	-0.033802
Pax6	+	Nkx62	0.105472	0.907418	0.188558
Dbx1	-	Olig2	-0.060514	0.093901	-0.011195
Dbx2	-	Olig2	-0.069330	0.151906	-0.020749
Irx3	+	Olig2	0.034141	0.057193	0.003847
Nkx22	+	Olig2	0.026972	0.036915	0.001962
Nkx61	+	Olig2	0.483739	1.000000	0.953047
Nkx62	+	Olig2	0.020092	0.056307	0.002229
Olig2	+	Olig2	0.480071	1.000000	0.945821
Pax6	+	Olig2	0.399153	1.000000	0.786397
Dbx1	+	Pax6	0.216577	0.802789	0.342544
Dbx2	-	Pax6	-0.213837	0.622649	-0.262318
Irx3	+	Pax6	0.128902	0.264057	0.067060
Nkx22	+	Pax6	0.272154	0.991082	0.531406
Nkx61	+	Pax6	0.463016	1.000000	0.912219
Nkx62	+	Pax6	0.155010	0.371355	0.113410
Olig2	+	Pax6	0.447499	1.000000	0.881647
Pax6	+	Pax6	0.457862	1.000000	0.902065
