Parent	Type	Child	Weight	Probability	Score
Dbx1	-	Dbx1	-0.065697	0.192645	-0.026836
Dbx2	-	Dbx1	-0.238623	0.856904	-0.433565
Irx3	+	Dbx1	0.188017	0.795698	0.317216
Nkx22	+	Dbx1	0.454650	0.966190	0.931428
Nkx61	+	Dbx1	0.300324	0.929575	0.591949
Nkx62	+	Dbx1	0.023735	0.140917	0.007092
Olig2	+	Dbx1	0.112241	0.347631	0.082733
Pax6	+	Dbx1	0.207409	0.868355	0.381886
Dbx1	-	Dbx2	-0.386364	0.997306	-0.817023
Dbx2	+	Dbx2	0.263421	0.993461	0.554896
Irx3	+	Dbx2	0.304096	0.999550	0.644502
Nkx22	-	Dbx2	-0.069619	0.361154	-0.053313
Nkx61	+	Dbx2	0.332887	0.980806	0.692293
Nkx62	+	Dbx2	0.242891	0.984887	0.507234
Olig2	-	Dbx2	-0.038439	0.247520	-0.020174
Pax6	+	Dbx2	0.455470	1.000000	0.965760
Dbx1	-	Irx3	-0.056591	0.172171	-0.020660
Dbx2	+	Irx3	0.235473	0.922359	0.460522
Irx3	+	Irx3	0.400405	0.999988	0.848993
Nkx22	+	Irx3	0.046621	0.331165	0.032737
Nkx61	+	Irx3	0.216102	0.582908	0.267097
Nkx62	+	Irx3	0.338964	0.999169	0.718127
Olig2	-	Irx3	-0.050931	0.241244	-0.026052
Pax6	+	Irx3	0.405605	0.999992	0.860021
Dbx1	+	Nkx22	0.090933	0.735271	0.141768
Dbx2	+	Nkx22	0.012061	0.124042	0.003172
Irx3	-	Nkx22	-0.009965	0.100266	-0.002118
Nkx22	+	Nkx22	0.382435	1.000000	0.810899
Nkx61	+	Nkx22	0.038064	0.274901	0.022187
Nkx62	-	Nkx22	-0.013310	0.117552	-0.003318
Olig2	+	Nkx22	0.084018	0.597426	0.106430
Pax6	+	Nkx22	0.005641	0.102876	0.001231
Dbx1	+	Nkx61	0.335717	0.996792	0.709558
Dbx2	-	Nkx61	-0.030806	0.148190	-0.009680
Irx3	+	Nkx61	0.071342	0.253020	0.038274
Nkx22	+	Nkx61	0.422612	0.970964	0.870071
Nkx61	-	Nkx61	-0.016088	0.195051	-0.006654
Nkx62	-	Nkx61	-0.023582	0.122514	-0.006126
Olig2	+	Nkx61	0.471683	0.999862	1.000000
Pax6	+	Nkx61	0.051449	0.189444	0.020667
Dbx1	-	Nkx62	-0.294249	0.830803	-0.518348
Dbx2	+	Nkx62	0.372193	0.999872	0.789081
Irx3	+	Nkx62	0.380575	0.999967	0.806929
Nkx22	+	Nkx62	0.245000	0.608135	0.315919
Nkx61	+	Nkx62	0.274952	0.795048	0.463511
Nkx62	+	Nkx62	0.296376	0.994100	0.624717
Olig2	+	Nkx62	0.134966	0.365608	0.104628
Pax6	+	Nkx62	0.320781	0.998537	0.679177
Dbx1	+	Olig2	0.103919	0.387709	0.085430
Dbx2	+	Olig2	0.053680	0.258669	0.029442
Irx3	+	Olig2	0.013351	0.102298	0.002896
Nkx22	+	Olig2	0.320358	0.963443	0.654442
Nkx61	+	Olig2	0.074273	0.299932	0.047235
Nkx62	-	Olig2	-0.025325	0.130986	-0.007034
Olig2	+	Olig2	0.409017	0.999997	0.867260
Pax6	-	Olig2	-0.011561	0.116200	-0.002848
Dbx1	-	Pax6	-0.198575	0.563641	-0.237321
Dbx2	+	Pax6	0.321107	0.999513	0.680531
Irx3	+	Pax6	0.420294	1.000000	0.891174
Nkx22	-	Pax6	-0.085227	0.376823	-0.068097
Nkx61	+	Pax6	0.410748	0.999337	0.870356
Nkx62	+	Pax6	0.349146	0.999964	0.740288
Olig2	-	Pax6	-0.072023	0.283070	-0.043229
Pax6	+	Pax6	0.240750	0.979682	0.500105
